First Name,Last Name,Position,Jersey,Team,Games Played,Points,Scoring Points,Total Goals,1Pt Goals,2Pt Goals,Assists,Shots,Shooting %,Shots On Goal,Shots On Goal %,2Pt Shots,2Pt Shots %,2Pt Shots On Goal,2Pt Shots On Goal %,Turnovers,Caused Turnovers,Groundballs,Touches,Passes,Faceoff %,Faceoffs Won,Faceoffs Lost,Faceoffs,Scores Against Average,Saves,Save %,Clean Saves,Clean Save %,Scores Against,2Pt Goals Against,Penalties,Penalties (in minutes),Power Play Goals,Power Play Shots,Power Play Goals Against,Short Handed Goals,Short Handed Shots,Unassisted Goals,Assisted Goals
Gannon,Matthews,A,24.0,Player Pool,1,1,0,0,0,0,1,1,0.0,1,1.0,0,0.0,0,0.0,2,0,0,11,8,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Christian,Mazur,SSDM,85.0,Whipsnakes,10,1,1,1,1,0,0,5,0.2,2,0.4,1,0.0,0,0.0,1,4,13,69,63,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0
Ajax,Zappitello,D,36.0,Whipsnakes,10,1,0,0,0,0,1,3,0.0,0,0.0,0,0.0,0,0.0,4,17,16,98,91,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Michael,Lampert,A,7.0,Waterdogs,3,1,0,0,0,0,1,3,0.0,2,0.6666666666666666,0,0.0,0,0.0,4,0,0,20,13,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
JT,Giles-Harris,D,1.0,Outlaws,10,1,0,0,0,0,1,2,0.0,2,1.0,1,0.0,1,1.0,4,7,13,66,60,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0,0,0,0,0,0
Jack,Posey,D,43.0,Chaos,5,1,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2,3,5,21,19,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Ethan,Rall,LSM,35.0,Cannons,10,1,1,1,1,0,0,7,0.1428571428571428,5,0.7142857142857143,3,0.0,1,0.3333333333333333,3,13,23,41,31,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,1,0
Liam,Entenmann,G,44.0,Atlas,10,1,0,0,0,0,1,4,0.0,0,0.0,4,0.0,0,0.0,4,1,22,183,175,0.0,0,0,0,11.869354672528075,152,0.5714285714285714,61,0.4013157894736842,120,6,0,0.0,0,0,5,0,0,0,0
Brendan,Lavelle,D,46.0,Archers,10,1,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,3,6,34,83,80,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,2,1.5,0,0,0,0,0,0,0
Chris,Aslanian,M,3.0,Chaos,1,0,0,0,0,0,0,2,0.0,2,1.0,0,0.0,0,0.0,0,0,0,9,7,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Alexander,Smith,SSDM,39.0,Outlaws,6,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,2,3,6,30,27,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Chris,Fake,D,31.0,Redwoods,10,0,0,0,0,0,0,3,0.0,2,0.6666666666666666,3,0.0,2,0.6666666666666666,3,3,16,66,60,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,3,4.0,0,0,0,0,0,0,0
Arden,Cohen,LSM,40.0,Redwoods,8,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,3,11,18,32,29,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,6.0,0,0,0,0,0,0,0
Jack,Kielty,D,40.0,Cannons,10,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,12,7,56,55,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0,0,0,0,0,0
Dillon,Ward,G,37.0,Waterdogs,5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,9,58,58,0.0,0,0,0,12.750171742615066,41,0.4408602150537634,15,0.3658536585365853,58,6,0,0.0,0,0,3,0,0,0,0
Blaze,Riorden,G,0.0,Chaos,10,0,0,0,0,0,0,4,0.0,3,0.75,4,0.0,3,0.75,5,6,17,177,168,0.0,0,0,0,12.609819121447028,149,0.573076923076923,60,0.4026845637583892,122,11,0,0.0,0,0,7,0,0,0,0
Jesse,Bernhardt,D,36.0,Outlaws,10,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,2,6,13,67,64,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,2,1.5,0,0,0,0,0,0,0
Zach,Goodrich,SSDM,14.0,Cannons,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2,4,4,49,47,0.0,0,7,7,0.0,0,0.0,0,0.0,0,0,5,2.5,0,0,0,0,0,0,0
Matt,DeLuca,G,1.0,Waterdogs,6,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,71,71,0.0,0,0,0,12.545454545454549,71,0.5419847328244275,24,0.3380281690140845,69,9,0,0.0,0,0,3,0,0,0,0
Eli,Gobrecht,D,25.0,Waterdogs,6,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,2,15,15,0.0,0,1,1,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0,0,0,0,0,0
Eric,Law,A,15.0,Outlaws,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,4,4,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Ryland,Rees,LSM,17.0,Redwoods,3,0,0,0,0,0,0,2,0.0,0,0.0,1,0.0,0,0.0,2,0,2,11,7,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Tim,Muller,D,14.0,Whipsnakes,10,0,0,0,0,0,0,2,0.0,1,0.5,0,0.0,0,0.0,0,3,18,70,68,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Greg,Weyl,D,57.0,Outlaws,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Jack,Rowlett,D,99.0,Chaos,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,3,6,9,68,65,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,3,3.0,0,0,0,0,0,0,0
Austin,Kaut,G,14.0,Chaos,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,8,8,0.0,0,0,0,8.029739776951672,5,0.625,1,0.2,3,0,0,0.0,0,0,0,0,0,0,0
Bryce,Young,D,41.0,Cannons,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,4,5,13,37,33,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,2.0,0,0,0,0,0,0,0
Garrett,Epple,D,52.0,Cannons,10,0,0,0,0,0,0,2,0.0,0,0.0,2,0.0,0,0.0,1,12,14,74,71,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,2,1.5,0,0,0,0,0,0,0
Warren,Jeffrey,D,27.0,Archers,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,4,10,11,42,38,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,4,3.0,0,0,0,0,0,0,0
Adam,Ghitelman,G,8.0,Cannons,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Dox,Aitken,M,6.0,Atlas,2,0,0,0,0,0,0,4,0.0,1,0.25,0,0.0,0,0.0,2,0,1,19,13,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Levi,Verch,LSM,60.0,Chaos,10,0,0,0,0,0,0,3,0.0,1,0.3333333333333333,2,0.0,0,0.0,5,4,20,51,43,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0,0,0,0,0,0
Jake,Naso,FO,56.0,Archers,4,0,0,0,0,0,0,4,0.0,1,0.25,1,0.0,1,1.0,2,0,14,15,9,0.3333333333333333,30,59,90,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Payton,Rezanka,SSDM,34.0,Atlas,3,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,2,0,12,11,0.0,0,1,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Nick,Washuta,G,18.0,Archers,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
BJ,Farrare,SSDM,70.0,Redwoods,10,0,0,0,0,0,0,2,0.0,0,0.0,1,0.0,0,0.0,2,7,12,40,36,0.0,0,1,1,0.0,0,0.0,0,0.0,0,0,2,1.0,0,0,0,0,0,0,0
Charlie,Hayes,SSDM,23.0,Waterdogs,2,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,1,2,12,11,0.0,0,1,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Cole,Kastner,D,39.0,Redwoods,6,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,7,4,25,24,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Dylan,Renner,G,1.0,Player Pool,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Gavin,Adler,D,77.0,Atlas,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,4,13,11,56,52,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,1,0.5,0,0,0,0,0,0,0
Carter,Parlette,SSDM,21.0,Redwoods,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,5,5,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Brett,Dobson,G,45.0,Archers,10,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,7,3,17,175,167,0.0,0,0,0,11.129756641019393,146,0.5910931174089069,46,0.3150684931506849,111,10,1,1.0,0,0,7,0,0,0,0
Colin,Kirst,G,5.0,Cannons,10,0,0,0,0,0,0,2,0.0,1,0.5,2,0.0,1,0.5,8,2,21,165,155,0.0,0,0,0,13.844706865921204,133,0.5,56,0.4210526315789473,138,5,1,1.0,0,0,12,0,0,0,0
AJ,Pilate,D,46.0,Outlaws,3,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,1,1,4,6,4,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Logan,McNaney,G,30.0,Outlaws,8,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,6,4,17,157,150,0.0,0,0,0,10.565200699569168,109,0.5828877005347594,66,0.6055045871559633,86,8,0,0.0,0,0,6,0,0,0,0
Kyle,Aldridge,SSDM,24.0,Whipsnakes,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,4,15,15,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Carter,Rice,SSDM,3.0,Redwoods,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,3,3,14,68,65,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,2,1.0,0,0,0,0,0,0,0
Jack,DiBenedetto,D,31.0,Waterdogs,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,2,2,14,13,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Will,Mark,G,88.0,Atlas,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Koby,Smith,LSM,0.0,Atlas,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2,1,3,8,6,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Owen,McElroy,G,24.0,Outlaws,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,21,21,0.0,0,0,0,13.5,18,0.4,4,0.2222222222222222,27,0,0,0.0,0,0,1,0,0,0,0
Brendan,Krebs,G,0.0,Whipsnakes,4,0,0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,1,1,7,47,45,0.0,0,0,0,11.0,28,0.4745762711864407,12,0.4285714285714285,33,2,0,0.0,0,0,2,0,0,0,0
Matt,Knote,G,43.0,Redwoods,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Cole,Kirst,M,47.0,Redwoods,1,0,0,0,0,0,0,2,0.0,1,0.5,0,0.0,0,0.0,1,0,0,8,5,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Chris,Conlin,D,20.0,Redwoods,10,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,5,28,76,75,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,2,1.5,0,0,0,0,0,0,0
Max,Merklinger,A,42.0,Archers,2,0,0,0,0,0,0,4,0.0,2,0.5,1,0.0,0,0.0,2,0,1,22,16,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Chayse,Ierlan,G,22.0,Redwoods,10,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,0.0,3,2,11,135,131,0.0,0,0,0,12.999999999999998,119,0.4958333333333333,38,0.3193277310924369,130,9,0,0.0,0,0,11,0,1,0,0
Alex,Mazzone,LSM,6.0,Whipsnakes,5,0,0,0,0,0,0,2,0.0,1,0.5,2,0.0,1,0.5,0,2,6,11,9,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Emmet,Carroll,G,19.0,Whipsnakes,7,0,0,0,0,0,0,3,0.0,0,0.0,3,0.0,0,0.0,0,2,15,126,123,0.0,0,0,0,10.714817203234286,95,0.5621301775147929,37,0.3894736842105263,75,1,0,0.0,0,0,3,0,0,0,0
Michael,Boehm,A,91.0,Waterdogs,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,7,7,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Nick,Rowlett,FO,73.0,Chaos,3,0,0,0,0,0,0,2,0.0,0,0.0,0,0.0,0,0.0,2,1,10,12,8,0.3529411764705882,24,43,68,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Eric,Dobson,M,66.0,Chaos,3,0,0,0,0,0,0,6,0.0,2,0.3333333333333333,2,0.0,1,0.5,5,0,1,53,42,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Jon,Robbins,LSM,41.0,Archers,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
Chet,Comizio,SSDM,57.0,Atlas,9,0,0,0,0,0,0,3,0.0,1,0.3333333333333333,0,0.0,0,0.0,2,3,8,64,59,0.0,0,1,1,0.0,0,0.0,0,0.0,0,0,5,3.0,0,0,0,0,0,0,0
Nick,Grill,LSM,8.0,Outlaws,5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,3,9,15,14,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
